,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Type_of_Item,Years_of_Operation,ItemType_Breads,ItemType_Breakfast,ItemType_Canned,ItemType_Dairy,ItemType_Frozen Foods,ItemType_Fruits and Vegetables,ItemType_Hard Drinks,ItemType_Health and Hygiene,ItemType_Household,ItemType_Meat,ItemType_Others,ItemType_Seafood,ItemType_Snack Foods,ItemType_Soft Drinks,ItemType_Starchy Foods
3924,FDQ03,15.0,2,0.077999504,238.0248,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1896.1984,Food,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3925,FDV46,18.2,1,0.012597384,141.218,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2936.178,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3926,NCM26,20.5,1,0.023179181,154.034,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2450.144,Non-Consumables,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3927,DRA59,8.27,2,0.128126825,183.6924,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1295.6468,Drinks,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3928,FDW13,,1,0.097410707,52.7324,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2492.7552,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3929,DRF27,8.93,1,0.028417272,154.534,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2603.278,Drinks,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3930,FDT12,6.215,2,0.049902382,225.8062,OUT017,2007-01-01,,Tier 2,Supermarket Type1,3159.8868,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,FDD40,20.25,2,0.014823358,190.7162,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1154.4972,Food,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3932,FDN25,7.895,2,0.061424738,57.7588,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1145.176,Food,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3933,FDE33,19.35,2,0.049594299,77.0644,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2278.3676,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3934,NCL29,9.695,1,0.113939434,160.2604,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1901.5248,Non-Consumables,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3935,NCO30,,1,0.027532258,185.0608,OUT019,1985-01-01,Small,Tier 1,Grocery Store,551.2824,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3936,FDB16,8.21,1,0.045016894,87.6198,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1133.8574,Food,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3937,FDF16,7.3,1,0.086307051,146.8076,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1330.2684,Food,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3938,FDL02,20.0,2,0.104083376,107.4622,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,3705.177,Food,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3939,FDO13,7.865,1,0.061154604,165.3526,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1151.1682,Food,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,DRG27,,1,0.184035253,42.2138,OUT019,1985-01-01,Small,Tier 1,Grocery Store,40.6138,Drinks,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3941,FDX31,20.35,2,0.024815024,234.0958,OUT010,1998-01-01,,Tier 3,Grocery Store,467.3916,Food,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3942,FDX11,16.0,2,0.106918052,183.5634,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,4725.8484,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,NCW41,18.0,1,0.0,158.0604,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,3327.6684,Non-Consumables,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3944,FDI52,18.7,1,0.105104552,121.7072,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1347.5792,Food,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3945,FDN08,,2,0.087936752,115.9466,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,4124.631,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3946,DRD15,10.6,1,0.056795923,232.8642,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,3485.463,Drinks,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3947,DRF01,5.655,1,0.176070535,144.0102,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1749.7224,Drinks,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3948,DRH15,,1,0.19244045,43.9428,OUT019,1985-01-01,Small,Tier 1,Grocery Store,131.8284,Drinks,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3949,FDX59,10.195,1,0.051871718,35.3558,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,237.6906,Food,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,FDO37,8.06,1,0.035780177,230.2326,OUT010,1998-01-01,,Tier 3,Grocery Store,693.0978,Food,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,FDY56,16.35,2,0.104463896,227.1062,OUT010,1998-01-01,,Tier 3,Grocery Store,225.7062,Food,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3952,FDR31,6.46,2,0.049162885,146.9102,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1895.5326,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3953,NCH54,13.5,1,0.072655379,157.792,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,3994.8,Non-Consumables,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3954,NCW06,16.2,1,0.050442528,190.8162,OUT045,2002-01-01,,Tier 2,Supermarket Type1,2693.8268,Non-Consumables,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3955,NCC18,19.1,1,0.177992139,173.1422,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2931.5174,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3956,DRJ23,,1,0.0,188.1872,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3214.4824,Drinks,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3957,FDO16,5.48,1,0.015131684,83.025,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1414.825,Food,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3958,FDB08,6.055,1,0.031151714,158.7578,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2085.9514,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3959,NCZ53,9.6,1,0.024456797,186.6214,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3203.1638,Non-Consumables,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3960,DRJ01,6.135,1,0.192540665,160.2236,OUT010,1998-01-01,,Tier 3,Grocery Store,322.2472,Drinks,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3961,DRE48,8.43,1,0.01732573,197.9768,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1182.4608,Drinks,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3962,DRA59,8.27,2,0.127821472,185.9924,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,555.2772,Drinks,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3963,FDS27,10.195,2,0.012477512,197.111,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,785.644,Food,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3964,NCW29,14.0,1,0.028980533,129.531,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2077.296,Non-Consumables,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3965,DRN35,8.01,1,0.070356805,36.8532,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,755.0172,Drinks,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3966,FDB09,16.25,1,0.057396092,125.8046,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,747.0276,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3967,FDV59,13.35,1,0.048017962,219.6166,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,3483.4656,Food,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3968,FDD26,,2,0.071806046,186.5924,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,5182.5872,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3969,FDV55,17.75,1,0.05507343,145.1444,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1886.8772,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3970,FDH48,13.5,1,0.0,88.054,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1211.756,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,FDM51,11.8,2,0.0,102.4674,OUT010,1998-01-01,,Tier 3,Grocery Store,203.7348,Food,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3972,DRG48,5.78,1,0.014577695,147.2102,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1895.5326,Drinks,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3973,FDP49,9.0,2,0.0,55.2614,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,552.614,Food,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,FDB03,17.75,2,0.156831826,241.0538,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1201.769,Food,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3975,FDL10,8.395,1,0.0,98.7042,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,892.8378,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3976,FDJ32,,1,0.057512481,62.5536,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1592.5936,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3977,FDD11,12.85,1,0.0,253.004,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,3795.06,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3978,FDW13,8.5,1,0.098036903,51.5324,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,882.8508,Food,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3979,FDA32,14.0,1,0.0,216.9192,OUT017,2007-01-01,,Tier 2,Supermarket Type1,6471.576,Food,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3980,DRQ35,9.3,1,0.042377219,123.7388,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1609.9044,Drinks,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3981,DRI37,15.85,1,0.107597879,58.7904,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,585.904,Drinks,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3982,FDU38,10.8,1,0.082549896,193.7504,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,4602.0096,Food,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3983,FDJ07,7.26,1,0.02414202,117.415,OUT010,1998-01-01,,Tier 3,Grocery Store,466.06,Food,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3984,FDT38,18.7,1,0.057771828,85.3566,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,591.8962,Food,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3985,FDX02,16.0,1,0.057292529,224.3404,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,4500.808,Food,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3986,NCN18,8.895,1,0.124610886,113.1544,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,4250.4672,Non-Consumables,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3987,FDQ13,11.1,1,0.010663189,82.3908,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1342.2528,Food,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3988,DRP35,18.85,1,0.091237452,128.9336,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1278.336,Drinks,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3989,DRK47,7.905,1,0.064325351,230.2694,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,3197.1716,Drinks,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3990,DRI47,14.7,1,0.020920179,143.8128,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,3020.0688,Drinks,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3991,FDK20,12.6,2,0.041641933,121.1072,OUT045,2002-01-01,,Tier 2,Supermarket Type1,980.0576,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3992,FDC34,16.0,2,0.173462841,157.6972,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2960.1468,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3993,FDI15,,1,0.24749009,263.1884,OUT019,1985-01-01,Small,Tier 1,Grocery Store,529.9768,Food,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3994,FDG05,,2,0.087421738,154.463,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2972.797,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3995,FDK34,13.35,1,0.038744606,239.3564,OUT017,2007-01-01,,Tier 2,Supermarket Type1,3098.6332,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3996,FDX50,20.1,1,0.124910635,109.6228,OUT010,1998-01-01,,Tier 3,Grocery Store,110.5228,Food,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3997,FDP56,8.185,1,0.046673494,48.4692,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,591.2304,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3998,NCX54,9.195,1,0.048134591,107.7622,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,529.311,Non-Consumables,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3999,FDI20,19.1,1,0.038720852,210.8586,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,6331.758,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4000,FDH33,12.85,1,0.12241394,42.9428,OUT017,2007-01-01,,Tier 2,Supermarket Type1,703.0848,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4001,NCO29,11.15,1,0.032321608,165.6526,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1315.6208,Non-Consumables,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4002,FDK22,9.8,1,0.026139404,216.785,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1947.465,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4003,DRO47,10.195,1,0.0,114.086,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1810.976,Drinks,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4004,FDT19,,2,0.144338493,172.108,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,4327.7,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4005,FDY25,12.0,1,0.034166609,181.2976,OUT017,2007-01-01,,Tier 2,Supermarket Type1,5070.7328,Food,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4006,FDS44,,2,0.27321283,240.9538,OUT019,1985-01-01,Small,Tier 1,Grocery Store,480.7076,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4007,FDJ21,16.7,2,0.03858813,144.6102,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,3353.6346,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4008,FDO40,17.1,1,0.032628111,148.7392,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1640.5312,Food,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4009,FDL36,,1,0.133198355,91.083,OUT019,1985-01-01,Small,Tier 1,Grocery Store,89.883,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,FDJ21,16.7,2,0.038528228,143.9102,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1749.7224,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4011,FDD05,19.35,1,0.016705436,120.8098,OUT017,2007-01-01,,Tier 2,Supermarket Type1,3374.2744,Food,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4012,FDS10,19.2,1,0.058893461,178.9318,OUT010,1998-01-01,,Tier 3,Grocery Store,180.4318,Food,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4013,FDG14,,2,0.050256161,150.9024,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,4857.6768,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4014,FDN57,18.25,1,0.054234197,142.0154,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2269.0464,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4015,FDS47,16.75,1,0.12961476,86.1856,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1406.1696,Food,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,FDO40,17.1,1,0.054612768,150.2392,OUT010,1998-01-01,,Tier 3,Grocery Store,596.5568,Food,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4017,FDM50,13.0,2,0.030150193,61.422,OUT045,2002-01-01,,Tier 2,Supermarket Type1,539.298,Food,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4018,FDF44,7.17,2,0.059849153,129.4968,OUT045,2002-01-01,,Tier 2,Supermarket Type1,3392.9168,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4019,FDS21,19.85,2,0.034942397,61.9194,OUT010,1998-01-01,,Tier 3,Grocery Store,123.8388,Food,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4020,NCJ06,,1,0.060672263,119.8782,OUT019,1985-01-01,Small,Tier 1,Grocery Store,238.3564,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4021,FDX49,4.615,2,0.102038294,231.93,OUT045,2002-01-01,,Tier 2,Supermarket Type1,2563.33,Food,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4022,FDU33,7.63,2,0.135258515,47.2402,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,918.804,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4023,NCN06,8.39,1,0.120396991,163.4868,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,4586.0304,Non-Consumables,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4024,NCN53,5.175,1,0.030527166,33.5874,OUT017,2007-01-01,,Tier 2,Supermarket Type1,635.1732,Non-Consumables,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4025,NCE30,16.0,1,0.099053537,212.6902,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,637.1706,Non-Consumables,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4026,FDN21,,1,0.134564284,159.8236,OUT019,1985-01-01,Small,Tier 1,Grocery Store,322.2472,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4027,FDB52,,1,0.030288215,256.7672,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,4346.3424,Food,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4028,FDA26,,2,0.073562475,217.6482,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3285.723,Food,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4029,FDD23,9.5,2,0.048883854,185.7898,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2619.2572,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4030,FDH57,10.895,1,0.035893143,131.3284,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1318.284,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4031,FDO15,,2,0.014998914,72.4038,OUT019,1985-01-01,Small,Tier 1,Grocery Store,221.7114,Food,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4032,FDY49,17.2,2,0.012012071,163.1184,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,4623.3152,Food,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4033,FDP20,19.85,1,0.045855273,127.102,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1771.028,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4034,DRG11,6.385,1,0.14032811,109.1596,OUT010,1998-01-01,,Tier 3,Grocery Store,107.8596,Drinks,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4035,DRJ59,11.65,1,0.019402371,38.7164,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,579.246,Drinks,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4036,FDP34,12.85,1,0.0,155.463,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,4068.038,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4037,FDY04,17.7,2,0.042716709,163.221,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1794.331,Food,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4038,FDV11,9.1,2,0.081794766,173.6054,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,700.4216,Food,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,FDG20,15.5,2,0.125942816,176.0028,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1239.7196,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4040,NCH55,16.35,1,0.0,127.902,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2150.534,Non-Consumables,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4041,FDV34,10.695,2,0.011472001,75.2038,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,517.3266,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4042,FDT44,16.6,1,0.103146658,117.2466,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2239.0854,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4043,FDG35,,2,0.012327847,173.8738,OUT019,1985-01-01,Small,Tier 1,Grocery Store,347.5476,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4044,FDG08,13.15,2,0.166032929,170.8764,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2233.0932,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4045,FDX52,11.5,2,0.04224015,194.982,OUT017,2007-01-01,,Tier 2,Supermarket Type1,3089.312,Food,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4046,NCH54,,1,0.072317217,160.792,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3675.216,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4047,FDU24,,2,0.139484292,94.312,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2516.724,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048,FDW03,5.63,2,0.024536636,106.1306,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2090.612,Food,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4049,FDV01,19.2,2,0.085296625,153.4314,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1861.5768,Food,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4050,FDQ39,,1,0.080649685,189.9846,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,6114.7072,Food,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4051,FDA16,6.695,1,0.0,219.4456,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,3094.6384,Food,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4052,FDO12,15.75,1,0.054930533,194.4452,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,5089.3752,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,FDM44,12.5,1,0.031097948,103.899,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1960.781,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4054,FDT03,21.25,1,0.016735879,185.2608,OUT010,1998-01-01,,Tier 3,Grocery Store,183.7608,Food,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4055,NCQ18,,1,0.134418705,99.67,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2596.62,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4056,NCL18,18.85,1,0.168266556,195.5136,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1749.7224,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4057,NCJ06,20.1,1,0.034646067,120.6782,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1310.9602,Non-Consumables,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4058,NCQ05,11.395,1,0.021639678,150.1708,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2708.4744,Non-Consumables,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4059,FDS35,9.3,1,0.11144608,64.6826,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1097.9042,Food,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,NCI18,,1,0.013956116,222.3746,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,5609.365,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4061,NCO55,12.8,1,0.152377658,108.1938,OUT010,1998-01-01,,Tier 3,Grocery Store,428.7752,Non-Consumables,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4062,FDW24,6.8,1,0.037465846,47.5034,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,534.6374,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,NCS05,,1,0.020876485,133.7942,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1722.4246,Non-Consumables,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4064,FDO48,15.0,2,0.0268952,220.3456,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1989.4104,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,FDT35,19.85,2,0.081916124,167.6816,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1845.5976,Food,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,DRN11,7.85,1,0.163233667,144.6444,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2467.4548,Drinks,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4067,FDY57,20.2,2,0.121748174,96.9752,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1725.7536,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
